clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
2,1271,0,0,0,0,1,0,0,1,0,0,0,0,-0.6117229788157084,1.3625588103519666,-1.1189651178984787,-0.6042425647125468,-0.5170291682093612,-0.435358656056789
7,13369,0,0,0,0,1,0,0,0,0,1,0,0,1.532582241220779,0.9416894166029828,-0.203029090045042,1.4271081444961453,1.2277838606394265,1.515142565981789
4,367,0,0,0,0,1,1,0,0,0,0,0,0,-1.1793331841194845,-0.4612085625602935,1.1708749517351131,-1.5842801875763892,-1.430202342186297,-1.5970542368297662
3,872,0,0,1,0,0,0,0,1,0,0,0,0,-0.8009263805836337,0.1700955280631798,-1.1189651178984787,-0.8447972539609442,-0.7534757936141036,-0.8082485955641646
3,5067,0,0,0,0,1,0,0,0,0,0,1,0,0.4394070310060991,0.8013996186866531,-0.6609971039717604,0.5718025827240646,0.5592106439777412,0.6976530832156208
5,575,0,0,0,0,1,0,0,1,0,0,0,0,-1.1583105839230483,-0.5313534615184583,0.25493892388167644,-1.5308235899656344,-1.3812823507232472,-1.5540284745789155
2,5430,1,0,0,0,0,1,0,0,0,0,0,0,0.4394070310060991,2.064007799933605,-0.203029090045042,0.5272554180484355,0.412450669588591,0.7550207662167555
1,4608,0,0,1,0,0,0,0,0,1,0,0,0,0.5234974317918438,0.029805730146850177,-0.203029090045042,0.6876252108807004,0.6733572907248586,0.7119950039659042
3,900,0,0,1,0,0,0,1,0,0,0,0,0,-1.0111523825479953,0.2402404270213446,-0.6609971039717604,-1.183355705495726,-1.1122223976764716,-1.1667966143212563
6,9377,0,0,1,0,0,0,0,0,1,0,0,0,0.733723433756205,-0.8119330573511125,-0.6609971039717604,0.9727270648047276,0.8608839246665504,0.841072290718457
4,5305,0,0,0,0,1,0,0,0,0,1,0,0,0.4394070310060991,1.572993507226456,-1.5769331318251971,0.5005271192430577,0.5184439844251996,0.7406788454664709
1,4197,0,1,0,0,0,0,0,1,0,0,0,0,0.4394070310060991,1.2924139113938018,0.7129069378083949,0.5628931497889389,0.4858306567831661,0.7119950039659042
3,1024,0,0,0,1,0,1,0,0,0,0,0,0,-0.8639941811729421,-0.3209187646439689,0.25493892388167644,-0.8982538515716989,-0.8513157765402039,-0.9373258823167174
0,7068,0,0,1,0,0,0,0,0,0,1,0,0,1.8899664445601934,0.5909649218121636,-1.5311363304325247,1.6409345349391657,1.537610473238744,1.7589552187366113
1,1240,0,0,0,1,0,0,1,0,0,0,0,0,-0.6327455790121446,-0.3209187646439689,-0.6609971039717604,-0.5418765341666657,-0.5414891639408864,-0.5931197843099097
1,3781,0,1,0,0,0,1,0,0,0,0,0,0,0.22918102904173768,1.4327037093101265,0.25493892388167644,0.3134290276054151,0.2412306994679156,0.4681823512110819
3,981,0,0,1,0,0,0,1,0,0,0,0,0,-0.7799037803871977,0.09995062910501498,-0.6609971039717604,-0.7913406563501895,-0.7045558021510537,-0.765222833313314
3,7554,0,0,0,1,0,0,0,0,0,0,0,1,1.532582241220779,0.8013996186866531,0.7129069378083949,1.4271081444961453,1.2767038521024763,1.5294844867320736
2,2409,0,1,0,0,0,0,0,1,0,0,0,0,-0.21229357508342164,-2.144686137556224,1.1708749517351131,0.010508307811136607,0.05370406552622308,-0.22022984480253407
3,680,0,0,1,0,0,0,1,0,0,0,0,0,-1.0321749827444313,-0.671643259434788,-1.5769331318251971,-1.2011745713659783,-1.0959157338554544,-1.2528481388229584
1,4088,0,0,0,1,0,0,0,0,0,1,0,0,0.418384430809663,0.8715445176448179,1.6288429656618317,0.5450742839186868,0.4613706610516408,0.6402854002144861
2,9237,0,0,0,0,1,0,0,0,0,1,0,0,1.4695144406314704,0.45067512389583403,0.25493892388167644,1.3825609798205163,1.2359371925499347,1.4290910414800875
1,612,0,0,0,1,0,0,1,0,0,0,0,0,-0.9691071821551229,-1.3029473500582613,0.7129069378083949,-1.0408047785337124,-0.9736157551978295,-1.1667966143212563
3,11190,0,0,0,0,1,0,0,0,0,0,1,0,1.8899664445601934,-2.284975935472554,0.7129069378083949,1.8458514924470597,1.749597102911961,1.5008006452315057
4,1689,0,0,1,0,0,0,0,0,1,0,0,0,-0.5907003786192722,0.6611098207703285,-0.203029090045042,-0.5507859671017913,-0.4844158405673277,-0.4640424975573563
2,820,0,0,1,0,0,0,0,0,0,0,0,1,-0.842971580976506,-0.39106366360212874,-0.6609971039717604,-0.8626161198311962,-0.7616291255246124,-0.8799581993155827
3,842,0,0,0,1,0,0,0,1,0,0,0,0,-0.842971580976506,-0.5313534615184583,0.7129069378083949,-0.916072717441951,-0.802395785077154,-0.9373258823167174
3,11726,0,0,1,0,0,0,1,0,0,0,0,0,1.2382658384706726,-0.671643259434788,-0.203029090045042,1.3380138151448873,1.1951705329973932,1.213962230225832
4,8061,0,0,1,0,0,0,0,1,0,0,0,0,0.46042963120253527,-0.18062896672763926,-0.6609971039717604,0.6787157779455747,0.5918239716197746,0.6402854002144861
3,2991,0,0,1,0,0,1,0,0,0,0,0,0,-0.21229357508342164,-1.022367754225607,1.1708749517351131,-0.02512942392936679,0.012937405973681452,-0.11983639955054864
4,5759,0,0,0,1,0,0,0,0,0,0,1,0,1.0700850368991837,0.7312547197284883,-0.203029090045042,1.1063685588316154,0.9424172437716344,1.1709364679749819
4,830,0,0,1,0,0,0,0,0,0,0,0,1,-0.82194898078007,-1.0925126531837668,-0.203029090045042,-0.7913406563501895,-0.7616291255246124,-0.9086420408161501
3,6462,0,1,0,0,0,0,1,0,0,0,0,0,0.46042963120253527,1.0118343155611476,1.1708749517351131,0.4916176863079321,0.4858306567831661,0.6402854002144861
6,10916,0,0,1,0,0,0,0,0,1,0,0,0,0.9649720359170029,0.2402404270213446,-0.203029090045042,1.1330968576369924,0.9505705756821425,1.1135687849738471
3,535,0,0,1,0,0,0,0,1,0,0,0,0,-1.1583105839230483,-0.11048406776947446,-1.1189651178984787,-1.495185858225131,-1.356822354991722,-1.4823188708274972
2,2360,0,0,0,1,0,0,1,0,0,0,0,0,-0.1071805741012408,-1.3730922490164261,1.1708749517351131,0.14414980183802456,0.07816406125774836,-0.04812679579913056
4,3361,0,0,1,0,0,1,0,0,0,0,0,0,-0.21229357508342164,0.5208200228539989,-0.203029090045042,-0.0785860215401215,-0.05228924931038545,-0.005101033548279199
4,828,0,0,0,1,0,0,0,0,1,0,0,0,-1.0111523825479953,0.7312547197284883,0.7129069378083949,-1.2189934372362294,-1.1529890572290131,-1.1667966143212563
6,9276,0,0,1,0,0,0,0,0,1,0,0,0,0.5655426321847161,0.5909649218121636,-1.5769331318251971,0.7499912414265816,0.6162839673512999,0.7980465284676056
1,14803,0,0,0,1,0,0,0,0,0,0,1,0,2.646780051631895,0.029805730146850177,0.25493892388167644,2.21113824278722,1.9289704049431446,2.1605289997445545
4,827,0,0,1,0,0,0,1,0,0,0,0,0,-0.9691071821551229,0.45067512389583403,-1.5769331318251971,-1.1477179737552228,-1.0225357466608793,-1.0807450898195543
6,9968,0,0,0,0,1,0,0,0,1,0,0,0,0.8388364347383859,0.029805730146850177,-1.1189651178984787,0.9370893330642242,0.8853439203980756,0.9558076567207264
4,491,0,0,1,0,0,0,0,0,0,0,1,0,-1.0531975829408677,-0.5313534615184583,0.25493892388167644,-1.2813594677821105,-1.1529890572290131,-1.3102158218240931
1,2167,0,0,0,1,0,1,0,0,0,0,0,0,-0.21229357508342164,-2.4252657333888834,1.6288429656618317,0.001598874876010956,-0.03598258548936836,-0.30628136930423616
1,4044,0,0,0,1,0,1,0,0,0,0,0,0,0.46042963120253527,0.38053022493766925,0.25493892388167644,0.6074403144645679,0.5102906525146914,0.6402854002144861
2,705,0,0,1,0,0,0,1,0,0,0,0,0,-0.82194898078007,-0.25077386568580406,-0.203029090045042,-0.8537066868960699,-0.7697824574351206,-0.8656162785652994
1,1746,0,0,0,1,0,0,0,1,0,0,0,0,-0.4855873776370916,0.2402404270213446,0.7129069378083949,-0.3636878754641487,-0.37026919382021106,-0.3493071315550875
4,1000,0,0,0,1,0,0,1,0,0,0,0,0,-0.8850167813693783,-0.7417881583929478,0.7129069378083949,-0.9695293150527057,-0.8513157765402039,-1.009035486068136
2,394,0,0,1,0,0,0,0,0,1,0,0,0,-1.137287983726612,0.1700955280631798,-1.1189651178984787,-1.477366992354879,-1.3323623592601967,-1.439293108576646
2,737,0,0,0,1,0,0,0,1,0,0,0,0,-0.842971580976506,0.5208200228539989,0.7129069378083949,-0.9517104491824544,-0.8431624446296957,-0.8799581993155827
1,13610,0,0,0,1,0,0,0,1,0,0,0,0,2.541667050649713,-2.3551208344307186,0.7129069378083949,2.246775974527723,2.034963719779754,1.8306648224880306
4,726,0,0,0,1,0,0,0,0,1,0,0,0,-0.9270619817622506,-1.443237147974586,0.7129069378083949,-1.005167046793209,-0.9002357680032544,-1.1237708520704057
2,461,0,0,0,1,0,0,0,0,0,1,0,0,-1.0111523825479953,0.38053022493766925,1.1708749517351131,-1.227902870171355,-1.0959157338554544,-1.1667966143212563
2,772,0,0,0,1,0,1,0,0,0,0,0,0,-0.842971580976506,-0.3209187646439689,1.1708749517351131,-0.916072717441951,-0.8105491169876622,-0.9229839615664341
4,2315,0,1,0,0,0,0,0,0,0,1,0,0,-0.19127097488698547,1.2924139113938018,-1.1189651178984787,-0.14095205208600264,-0.07674924504191,0.03792472870257153
2,3073,0,0,0,0,1,0,0,1,0,0,0,0,-0.023090173315496114,-2.284975935472554,1.6288429656618317,0.2599724299946604,0.27384402710994904,-0.005101033548279199
2,11873,0,0,0,0,1,1,0,0,0,0,0,0,1.532582241220779,-1.793961642765405,-0.203029090045042,1.5874779373284102,1.472383817954677,1.314355675477818
2,5249,0,0,0,1,0,0,0,1,0,0,0,0,0.4394070310060991,-1.3730922490164261,1.1708749517351131,0.7054440767509524,0.6733572907248586,0.5398919549625
4,645,0,0,1,0,0,0,0,0,1,0,0,0,-1.0111523825479953,0.1700955280631798,-0.6609971039717604,-1.2368123031064815,-1.1040690657659633,-1.1954804558218237
4,1659,0,0,0,0,1,0,0,0,0,1,0,0,-0.5907003786192722,0.3103853259795094,-1.1189651178984787,-0.5240576682964135,-0.4599558448358032,-0.47838441830764034
3,648,0,0,1,0,0,0,0,0,0,1,0,0,-1.0111523825479953,0.2402404270213446,-0.6609971039717604,-1.1744462725606004,-1.1203757295869796,-1.1667966143212563
3,495,0,0,1,0,0,0,0,0,0,0,1,0,-0.9691071821551229,-0.4612085625602935,-1.1189651178984787,-1.094261376144468,-0.9736157551978295,-1.1094289313201215
1,5050,0,0,1,0,0,0,0,0,0,0,1,0,0.8388364347383859,-0.8820779563092774,0.25493892388167644,1.05291196122086,0.8853439203980756,0.8840980529693083
3,872,0,0,0,1,0,0,1,0,0,0,0,0,-1.0321749827444313,-1.2328024511000966,0.7129069378083949,-1.2011745713659783,-1.1366823934079968,-1.3245577425743766
3,1633,0,0,0,0,1,0,0,0,1,0,0,0,-0.4855873776370916,-1.3029473500582613,-1.3021523234691654,-0.2745935461128906,-0.23166255134156905,-0.40667481455622223
1,919,0,0,0,1,0,1,0,0,0,0,0,0,-0.7799037803871977,-0.4612085625602935,0.25493892388167644,-0.7467934916745597,-0.72086246597207,-0.8082485955641646
2,2022,0,0,0,1,0,0,0,0,0,0,0,1,0.061000227470248324,-1.7238167438072451,0.7129069378083949,0.3847044910864219,0.2901506909309654,0.13831817395455762
2,4906,0,0,0,0,1,0,0,0,1,0,0,0,0.5865652323811523,-0.8119330573511125,0.25493892388167644,0.7499912414265816,0.8038106012929924,0.6976530832156208
3,596,0,0,1,0,0,0,0,0,1,0,0,0,-0.9691071821551229,0.5208200228539989,-0.203029090045042,-1.138808540820097,-1.014382414750371,-1.066403169069271
5,1942,0,0,0,0,1,0,0,1,0,0,0,0,-0.6327455790121446,0.6611098207703285,-0.6609971039717604,-0.5864236988422947,-0.5822558234934281,-0.535752101308775
2,1312,0,0,1,0,0,0,0,0,1,0,0,0,-0.6117229788157084,0.8715445176448179,-2.0349011457519155,-0.5418765341666657,-0.5251825001198701,-0.4640424975573563
1,18259,0,0,1,0,0,0,0,0,1,0,0,0,2.541667050649713,-0.040339168811309646,-0.203029090045042,2.1309533463710877,1.9208170730326364,2.1031613167434196
2,717,0,0,0,0,1,1,0,0,0,0,0,0,-0.82194898078007,0.8715445176448179,-0.6609971039717604,-0.8804349857014476,-0.7697824574351206,-0.765222833313314
2,1550,0,0,1,0,0,0,0,0,0,1,0,0,-0.2753613756727299,0.2402404270213446,-1.5769331318251971,-0.1142237532806249,-0.06859591313140181,-0.062468716549413925
3,880,0,0,0,1,0,0,0,1,0,0,0,0,-0.9691071821551229,0.5909649218121636,0.25493892388167644,-1.1120802420147193,-1.0469957423924046,-1.066403169069271
7,1178,0,0,1,0,0,0,0,0,0,0,1,0,-0.6958133796014531,0.3103853259795094,-1.1189651178984787,-0.6666085952584272,-0.5985624873144452,-0.6218036258104771
2,1556,0,0,1,0,0,0,1,0,0,0,0,0,-0.5276325780299637,-0.6014983604766232,-0.6609971039717604,-0.37259730839927435,-0.3784225257307192,-0.449700576807073
4,2109,0,0,1,0,0,0,0,0,1,0,0,0,-0.4225195770477831,-1.0925126531837668,-0.203029090045042,-0.22113694850213508,-0.16643589605750217,-0.32062329005452017
5,3616,0,0,0,0,1,0,1,0,0,0,0,0,-0.12820317429767697,0.09995062910501498,0.7129069378083949,0.001598874876010956,0.021090737884189633,0.023582807952288162
3,5561,0,0,0,1,0,0,0,0,0,1,0,0,0.5024748315954076,-0.39106366360212874,0.7129069378083949,0.7410818084914559,0.6244372992618081,0.6546273209647695
4,15335,0,0,0,0,1,0,0,0,0,0,1,0,2.541667050649713,-0.18062896672763926,2.08681097958855,1.9616741206036963,1.8963570773011118,1.9740840299908669
3,8541,0,0,1,0,0,0,0,0,0,1,0,0,0.9019042353276944,-0.18062896672763926,-0.203029090045042,1.05291196122086,0.9179572480401091,0.9988334189715778
6,1080,0,0,1,0,0,0,0,0,1,0,0,0,-1.0111523825479953,-1.0925126531837668,-0.6609971039717604,-1.1120802420147193,-1.0551490743029128,-1.2241642973223912
4,17761,0,0,1,0,0,0,0,0,0,1,0,0,2.247350647899608,-1.443237147974586,1.1708749517351131,1.9973118523441997,1.871897081569586,1.773297139486896
3,2553,0,0,0,1,0,0,0,0,0,1,0,0,-0.1071805741012408,0.7312547197284883,-0.6609971039717604,0.05505547248676566,0.012937405973681452,0.1239762532042736
4,7710,0,0,0,0,1,0,0,1,0,0,0,0,0.418384430809663,-1.3730922490164261,0.25493892388167644,0.6698063450104491,0.6407439630828252,0.4968661927116493
5,1935,0,0,1,0,0,0,0,0,1,0,0,0,-0.6327455790121446,-0.25077386568580406,-0.203029090045042,-0.5418765341666657,-0.5251825001198701,-0.5787778635596258
1,16929,0,0,0,1,0,0,0,0,1,0,0,0,2.56268965084615,-0.3209187646439689,-0.6609971039717604,2.21113824278722,1.9697370644956869,2.117503237493703
4,612,0,0,1,0,0,0,0,1,0,0,0,0,-1.0531975829408677,0.09995062910501498,-0.6609971039717604,-1.2813594677821105,-1.1611423891395212,-1.2528481388229584
4,729,0,0,1,0,0,0,0,0,0,0,1,0,-0.9270619817622506,0.2402404270213446,-0.6609971039717604,-1.0229859126634613,-0.9736157551978295,-1.009035486068136
1,4927,0,0,1,0,0,0,0,0,1,0,0,0,0.733723433756205,0.38053022493766925,-0.6609971039717604,0.9014516013237208,0.7548906098299418,0.9127818944698751
6,1747,0,0,1,0,0,0,0,0,0,0,1,0,-0.6327455790121446,-0.11048406776947446,-0.6609971039717604,-0.5686048329720435,-0.5007225043883449,-0.5644359428093424
2,2822,0,0,1,0,0,1,0,0,0,0,0,0,-0.21229357508342164,-0.25077386568580406,-1.5769331318251971,0.010508307811136607,-0.02782925357886018,-0.03378487504884656
1,2298,0,0,0,0,1,0,1,0,0,0,0,0,-0.21229357508342164,-0.18062896672763926,-0.6609971039717604,-0.02512942392936679,-0.011522589757843092,-0.03378487504884656
3,773,0,0,1,0,0,0,0,1,0,0,0,0,-1.0111523825479953,0.09995062910501498,-1.1189651178984787,-1.1477179737552228,-1.0877624019449461,-1.1524546935709723
2,4948,0,1,0,0,0,1,0,0,0,0,0,0,0.46042963120253527,-3.4072943188031757,2.08681097958855,0.8034478390373363,0.7711972736509589,0.3534469852088125
3,2616,0,0,0,1,0,0,0,0,0,0,1,0,-0.002067573119059946,0.8013996186866531,1.6288429656618317,0.09069320422726906,0.021090737884189633,0.15266009470484096
5,8470,0,0,0,1,0,0,0,1,0,0,0,0,0.4394070310060991,0.029805730146850177,0.7129069378083949,0.6430780462050714,0.551057312067233,0.6259434794642021
3,1020,0,0,0,1,0,0,0,0,0,0,0,1,-0.6117229788157084,-0.18062896672763926,0.25493892388167644,-0.53296710123154,-0.5251825001198701,-0.5644359428093424
3,1853,0,0,0,1,0,0,0,1,0,0,0,0,-0.31740657606560224,-1.9342514406817346,2.08681097958855,-0.05185772273474454,-0.07674924504191,-0.2919394485539528
1,4751,0,0,0,1,0,0,1,0,0,0,0,0,0.4394070310060991,0.5909649218121636,-0.203029090045042,0.5450742839186868,0.4776773248726579,0.6116015587139187
2,4207,0,0,0,0,1,0,0,0,0,0,1,0,0.4394070310060991,-0.6014983604766232,0.7129069378083949,0.5807120156591902,0.5755173077987583,0.5255500342122167
6,2388,0,0,1,0,0,0,0,1,0,0,0,0,-0.5907003786192722,0.1700955280631798,-1.5769331318251971,-0.515148235361288,-0.4518025129252943,-0.4927263390579237
7,814,0,0,1,0,0,0,0,0,0,1,0,0,-1.0111523825479953,0.029805730146850177,-1.1189651178984787,-1.1744462725606004,-1.0551490743029128,-1.1524546935709723
4,1103,0,0,1,0,0,0,0,1,0,0,0,0,-0.8009263805836337,0.09995062910501498,-0.203029090045042,-0.8269783880906929,-0.7779357893456288,-0.822590516314448
1,17219,0,0,1,0,0,0,0,0,0,1,0,0,2.8359834533998196,0.029805730146850177,-0.203029090045042,2.282413706268227,2.034963719779754,2.246580524246257
2,12644,0,0,0,1,0,0,1,0,0,0,0,0,1.4905370408279066,-2.4252657333888834,0.7129069378083949,1.5874779373284102,1.40715716267061,1.1852783887252654
4,9314,1,0,0,0,0,0,0,0,0,0,0,1,2.0161020457388106,-3.4072943188031757,3.9186830352954236,2.0953156146305836,1.7903637624645035,1.4577748829806543
3,5078,0,0,0,1,0,0,0,0,0,1,0,0,0.4814522313989715,0.45067512389583403,0.25493892388167644,0.651987479140197,0.5265973163357077,0.6689692417150528
3,16239,0,0,0,0,1,0,0,0,0,1,0,0,2.9410964543820013,1.0819792145193075,0.25493892388167644,2.237866541592597,2.0186570559587373,2.3899997317490933
7,984,0,0,1,0,0,0,0,0,1,0,0,0,-0.990129782351559,0.09995062910501498,-1.5769331318251971,-1.1744462725606004,-1.0469957423924046,-1.138112772820689
4,4428,0,0,0,0,1,0,0,0,0,1,0,0,0.2081584288453015,0.5208200228539989,0.25493892388167644,0.3134290276054151,0.3146106866624907,0.3964727474596632
2,2382,0,0,1,0,0,0,0,1,0,0,0,0,-0.21229357508342164,0.38053022493766925,-0.6609971039717604,-0.0785860215401215,-0.05228924931038545,-0.0194429542985632
4,3274,0,0,1,0,0,0,0,0,0,1,0,0,-0.1702483746905493,-0.11048406776947446,-0.6609971039717604,0.01941774074626226,0.03739740170520672,0.009240887202004163
4,2010,0,0,1,0,0,0,1,0,0,0,0,0,-0.5066099778335276,-0.4612085625602935,-0.6609971039717604,-0.3993256072046521,-0.3295025342676694,-0.42101673530650563
3,568,0,1,0,0,0,0,0,0,0,1,0,0,-0.9270619817622506,1.222269012435637,-1.5769331318251971,-1.0586236444039645,-0.941002427555796,-0.9229839615664341
3,6212,0,1,0,0,0,0,0,0,1,0,0,0,0.5445200319882799,0.9416894166029828,0.7129069378083949,0.6341686132699457,0.5999773035302836,0.7693626869670389
6,1053,0,0,1,0,0,0,0,0,1,0,0,0,-0.9270619817622506,0.7312547197284883,-0.203029090045042,-1.0586236444039645,-0.9980757509293547,-0.9946935653178522
1,2799,0,0,1,0,0,0,0,1,0,0,0,0,0.039977627273812155,0.45067512389583403,-1.5769331318251971,0.20651583238390492,0.2249240356468985,0.2817373814573944
2,2458,0,0,0,1,0,0,0,1,0,0,0,0,-0.19127097488698547,0.38053022493766925,-0.203029090045042,-0.007310558059114696,-0.06859591313140181,0.009240887202004163
3,4489,0,1,0,0,0,0,0,0,0,1,0,0,0.4394070310060991,1.7834282041009455,0.25493892388167644,0.47379882043768,0.3716840100360494,0.6689692417150528
2,772,0,0,0,1,0,1,0,0,0,0,0,0,-0.842971580976506,-0.040339168811309646,0.25493892388167644,-0.9249821503770767,-0.8187024488981705,-0.9086420408161501
1,3682,0,0,0,1,0,0,0,1,0,0,0,0,0.22918102904173768,-0.25077386568580406,1.1708749517351131,0.4203422228269253,0.39614400576757464,0.3964727474596632
2,4265,0,0,0,0,1,0,0,0,1,0,0,0,0.3342940300239183,-1.022367754225607,-0.203029090045042,0.5450742839186868,0.5184439844251996,0.42515658896023056
4,828,0,0,1,0,0,0,0,0,1,0,0,0,-1.0111523825479953,0.7312547197284883,-1.5769331318251971,-1.183355705495726,-1.1122223976764716,-1.1237708520704057
3,802,0,0,0,1,0,0,0,1,0,0,0,0,-1.0321749827444313,0.38053022493766925,1.1708749517351131,-1.2368123031064815,-1.1611423891395212,-1.209822376572107
3,6667,0,0,1,0,0,0,0,0,1,0,0,0,0.5445200319882799,-0.4612085625602935,-0.203029090045042,0.7589006743617072,0.6652039588143497,0.6833111624653362
5,731,0,0,1,0,0,0,1,0,0,0,0,0,-1.0531975829408677,0.7312547197284883,-1.1189651178984787,-1.299178333652362,-1.1611423891395212,-1.209822376572107
2,2278,0,0,1,0,0,0,0,0,1,0,0,0,-0.14922577449411312,-0.11048406776947446,-0.203029090045042,0.06396490542189132,0.03739740170520672,0.03792472870257153
7,787,0,0,0,0,1,0,0,0,0,1,0,0,-0.990129782351559,0.8013996186866531,0.25493892388167644,-1.2100840043011039,-1.0714557381239298,-1.1094289313201215
1,3907,0,0,0,1,0,0,1,0,0,0,0,0,0.31327142982748213,-2.0043963396398996,1.6288429656618317,0.6341686132699457,0.5429039801567248,0.3534469852088125
0,5065,0,0,1,0,0,1,0,0,0,0,0,0,1.0280398365063115,-0.3209187646439689,-0.6609971039717604,1.1152779917667413,1.0647172224292594,1.0848849434732792
4,625,0,0,1,0,0,0,1,0,0,0,0,0,-1.0952427833337397,-0.25077386568580406,-0.6609971039717604,-1.3348160653928653,-1.2589823720656217,-1.3675835048252278
2,3198,0,0,0,1,0,0,0,1,0,0,0,0,0.061000227470248324,0.1700955280631798,0.7129069378083949,0.26888186292978605,0.20046403991537395,0.2673954607071104
2,795,0,0,0,0,1,0,0,0,1,0,0,0,-0.842971580976506,0.5909649218121636,-0.9815747137204646,-0.9338915833122022,-0.8431624446296957,-0.8799581993155827
3,1631,0,0,0,0,1,0,0,1,0,0,0,0,-0.5696777784228361,0.09995062910501498,0.25493892388167644,-0.5062388024261623,-0.4436491810147861,-0.47838441830764034
1,3755,0,0,0,0,1,0,0,0,0,0,0,1,0.46042963120253527,0.8013996186866531,0.7129069378083949,0.5361648509835611,0.5429039801567248,0.6689692417150528
5,1976,0,0,1,0,0,0,0,0,1,0,0,0,-0.6117229788157084,0.6611098207703285,-1.1189651178984787,-0.5864236988422947,-0.5251825001198701,-0.5070682598082077
1,593,0,0,1,0,0,1,0,0,0,0,0,0,-1.0321749827444313,0.38053022493766925,-0.6609971039717604,-1.2100840043011039,-1.1366823934079968,-1.1811385350715398
3,1648,0,0,1,0,0,0,0,0,0,1,0,0,-0.44354217724421924,0.3103853259795094,0.7129069378083949,-0.31914071078851963,-0.3295025342676694,-0.30628136930423616
4,2965,0,0,1,0,0,0,0,0,0,0,1,0,-0.19127097488698547,-0.18062896672763926,-0.6609971039717604,-0.01621999099424114,0.012937405973681452,-0.03378487504884656
2,8794,0,0,0,0,1,0,0,0,0,0,1,0,1.5115596410243428,1.3625588103519666,0.25493892388167644,1.3291043822097617,1.2685505201919682,1.5581683282326404
3,1293,1,0,0,0,0,0,0,0,0,1,0,0,-0.5066099778335276,-6.3533800750460525,5.750555091002298,-0.02512942392936679,-0.1419759003259769,-0.822590516314448
0,5051,0,0,0,1,0,0,0,0,0,0,0,1,2.5206444504532777,-0.18062896672763926,0.7129069378083949,2.1131344805008347,1.8882037453906038,2.045793633742285
1,9122,0,1,0,0,0,0,0,0,1,0,0,0,2.079169846328119,-2.7759902281797024,0.7129069378083949,2.077496748760332,1.7903637624645035,1.5581683282326404
2,5220,0,0,1,0,0,0,0,1,0,0,0,0,0.5024748315954076,-0.25077386568580406,0.7129069378083949,0.6430780462050714,0.6162839673512999,0.6259434794642021
1,7929,0,1,0,0,0,0,0,0,0,1,0,0,1.4905370408279066,0.7312547197284883,1.1708749517351131,1.3201949492746352,1.2359371925499347,1.443432962230371
4,13949,0,0,1,0,0,0,0,0,0,1,0,0,1.8899664445601934,0.45067512389583403,-1.1189651178984787,1.7389382972255503,1.5213038094177276,1.7589552187366113
2,737,0,0,0,0,1,0,0,1,0,0,0,0,-0.842971580976506,0.38053022493766925,-0.203029090045042,-0.9517104491824544,-0.8187024488981705,-0.8799581993155827
4,9656,0,0,0,0,1,0,0,1,0,0,0,0,0.8598590349348221,-0.4612085625602935,1.6288429656618317,0.9370893330642242,0.9179572480401091,0.8984399737195917
5,852,0,0,1,0,0,0,0,0,0,1,0,0,-0.9691071821551229,-0.4612085625602935,-0.6609971039717604,-1.0853519432093424,-0.9736157551978295,-1.1094289313201215
4,452,0,0,1,0,0,1,0,0,0,0,0,0,-1.137287983726612,0.1700955280631798,-1.1189651178984787,-1.4595481264846275,-1.3242090273496885,-1.4249511878263625
2,573,0,0,0,0,1,0,0,0,0,1,0,0,-1.0321749827444313,0.9416894166029828,-0.203029090045042,-1.2457217360416073,-1.16929572105003,-1.1667966143212563
6,767,0,0,0,0,1,0,0,0,0,0,0,1,-0.8639941811729421,-2.7759902281797024,0.7129069378083949,-0.7913406563501895,-0.6882491383300366,-1.0377193275687036
4,1632,0,0,1,0,0,0,0,0,1,0,0,0,-0.6117229788157084,-1.9342514406817346,0.7129069378083949,-0.4349633389451555,-0.3784225257307192,-0.6218036258104771
3,8496,0,1,0,0,0,0,0,0,0,0,0,1,1.8058760437744488,1.8535731030591154,-1.5769331318251971,1.5251119067825298,1.4642304860441688,1.845006743238314
3,7911,0,1,0,0,0,0,0,1,0,0,0,0,0.8598590349348221,1.3625588103519666,0.25493892388167644,0.830176137842714,0.7875039374719753,1.0275172604721445
6,1097,0,0,1,0,0,0,0,0,1,0,0,0,-0.842971580976506,-0.671643259434788,-0.203029090045042,-0.8537066868960699,-0.7616291255246124,-0.9086420408161501
6,966,0,0,0,0,1,0,0,1,0,0,0,0,-0.9480845819586868,-0.11048406776947446,-0.6609971039717604,-1.076442510274216,-0.9736157551978295,-1.0807450898195543
3,17045,0,0,1,0,0,0,0,0,0,0,1,0,2.6678026518283304,-1.022367754225607,0.7129069378083949,2.2200476757223457,2.0675770474217865,2.0601355544925695
2,616,0,0,0,1,0,0,0,1,0,0,0,0,-0.9060393815658145,-1.022367754225607,0.25493892388167644,-0.9962576138580834,-0.8839291041822374,-1.066403169069271
4,9574,0,0,0,1,0,0,0,0,1,0,0,0,0.9019042353276944,-1.3730922490164261,-0.203029090045042,1.1152779917667413,0.9913372352346842,0.8984399737195917
4,3370,0,0,0,0,1,0,1,0,0,0,0,0,-0.14922577449411312,-0.6014983604766232,1.6288429656618317,0.046146039551640004,0.05370406552622308,-0.0194429542985632
